,title,url
297,Stephanie Gripne Is Spreading the Gospel of Impact Investing,https://nextcity.org/urbanist-news/stephanie-gripne-is-spreading-the-gospel-of-impact-investing
298,"Community Violence Intervention Works, with the Right Support. So Let’s Support It.",https://nextcity.org/urbanist-news/community-violence-intervention-works-with-right-support-so-lets-support-it
299,"In Detroit, A Push to Help Black Farmers Purchase Land",https://nextcity.org/urbanist-news/in-detroit-a-push-to-help-black-farmers-purchase-land
300,Data-Driven Analytics Are at the Heart of Vision Zero Goals,https://nextcity.org/urbanist-news/data-driven-analytics-are-at-the-heart-of-vision-zero-goals
301,"Economics in Brief: John Deere Workers Reject Deal, Remain on Strike",https://nextcity.org/urbanist-news/economics-in-brief-john-deere-workers-reject-deal-remain-on-strike
302,How A Prison Museum Can Tell The Full Story of Mass Incarceration,https://nextcity.org/webinars/how-a-prison-museum-can-tell-the-full-story-of-mass-incarceration
303,The Brooklyn Public Library Already Knows How to Get Books Back Without Fines,https://nextcity.org/urbanist-news/the-brooklyn-public-library-knows-how-to-get-books-back-without-fines
304,Housing in Brief: New Laws and Illegal Sweeps Targeting Unhoused Californians,https://nextcity.org/urbanist-news/housing-brief-new-laws-and-illegal-sweeps-targeting-unhoused-californians
305,Tech Tools Aim to Help Tenants Fight Eviction,https://nextcity.org/urbanist-news/tech-tools-aim-to-help-tenants-fight-eviction
306,How Partnering With the Public Can Help Cities Solve the Climate Crisis,https://nextcity.org/urbanist-news/how-partnering-with-the-public-can-help-cities-solve-the-climate-crisis
307,Here’s What Happens When Residents Buy Their Neighborhood,https://nextcity.org/urbanist-news/heres-what-happens-when-residents-buy-their-neighborhood
308,Buffalo Transit Advocates Fight Feds Over Light Rail Expansion,https://nextcity.org/urbanist-news/buffalo-transit-advocates-fight-feds-over-light-rail-expansion
309,These Cities Have Ended Chronic Homelessness,/podcast/these-cities-have-ended-chronic-homelessness
310,"For This LA High School, the Pandemic Meant the End of Traditional Grades",https://nextcity.org/urbanist-news/for-this-la-high-school-the-pandemic-meant-the-end-of-traditional-grades
311,Traverse City Real Estate Co-Op Breaks Several Different Molds,https://nextcity.org/urbanist-news/traverse-city-real-estate-co-op-breaks-several-different-molds
312,Putting Disabilities at the Center of Impact Investing,https://nextcity.org/urbanist-news/putting-disabilities-at-the-center-of-impact-investing
313,"Free Produce, Coffee and a Sense of Community for NYU Students",https://nextcity.org/urbanist-news/free-produce-coffee-and-a-sense-of-community-on-offer-at-nyu-farm-stand
314,How Commercialization Over the Centuries Transformed the Day of the Dead,https://nextcity.org/urbanist-news/how-commercialization-over-the-centuries-transformed-the-day-of-the-dead
315,Solving Unemployment Doesn’t Start (or End) With a Job,https://nextcity.org/urbanist-news/solving-unemployment-doesnt-start-or-end-with-a-job
316,Economics in Brief: DOJ Leads Hard Charge Against Redlining,https://nextcity.org/urbanist-news/economics-in-brief-doj-leads-hard-charge-against-redlining
317,"To Fight Poverty, Invest in Local Food",https://nextcity.org/urbanist-news/to-fight-poverty-invest-in-local-food
318,San Francisco Upgrades Tent Village to Tiny Home Community,https://nextcity.org/urbanist-news/san-francisco-upgrades-tent-village-to-tiny-home-community
319,"Housing in Brief: In Latest Bay Area Housing Debate, It’s ADUs vs. Wildfire Safety",https://nextcity.org/urbanist-news/housing-brief-in-latest-bay-area-housing-debate-its-adus-vs-wildfire-safety
320,Hear Us: Tax Justice for Racial Justice — and Economic Liberation,https://nextcity.org/urbanist-news/hear-us-tax-justice-for-racial-justice-and-economic-liberation
321,How To Preserve Arts & Culture Spaces During and After a Pandemic,https://nextcity.org/webinars/how-to-preserve-arts-culture-spaces-during-and-after-a-pandemic
322,Inside Philadelphia’s Thriving Community Fridge Movement,https://nextcity.org/urbanist-news/inside-philadelphias-thriving-community-fridge-movement
323,Vegas Doubles Down on Tesla Transit,https://nextcity.org/urbanist-news/vegas-doubles-down-on-tesla-transit
324,"Crowdfunding Can Be a Great Democratizer for Small Businesses, But It Isn’t Yet",https://nextcity.org/urbanist-news/crowdfunding-can-be-great-democratizer-for-small-businesses-but-isnt-yet
325,The Clean Slate,https://nextcity.org/ebooks/the-clean-slate
326,This Is What it Looks Like to Decolonize Philanthropy,https://nextcity.org/urbanist-news/this-is-what-it-looks-like-to-decolonize-philanthropy
327,Boston Votes on Who Holds City Purse Strings,https://nextcity.org/urbanist-news/boston-votes-on-who-holds-city-pursestrings
328,West Virginia Mountain Town Trailblazes New Tourist Economy,https://nextcity.org/urbanist-news/west-virginia-mountain-town-trailblazes-new-tourist-economy
329,When Is An E-Bike Not a Bike?,https://nextcity.org/urbanist-news/when-is-an-e-bike-not-a-bike
330,‘Truth & Healing Commission’ Could Help Indigenous Communities Traumatized by Government-Run Schools,https://nextcity.org/urbanist-news/truth-healing-commission-help-indigenous-communities-traumatize-govt-school
331,Richmond Youth Using Art to Push for An End to Incarceration,https://nextcity.org/urbanist-news/richmond-youth-using-art-to-push-for-an-end-to-incarceration
332,Economics in Brief: Federal Government Making it Easier for Feds to Unionize,https://nextcity.org/urbanist-news/economics-in-brief-federal-government-making-it-easier-for-feds-to-unionize
333,The Gap Where Marijuana Convictions Hurt Most,https://nextcity.org/urbanist-news/the-gap-where-marijuana-convictions-hurt-most
334,Housing in Brief: KC Tenants Fighting for Community Control of Affordable Housing Funds,https://nextcity.org/urbanist-news/kc-tenants-fighting-for-community-control-affordable-housing-funds
335,Norfolk Is Offering Free Plans To Incentivize Missing Middle Development,https://nextcity.org/urbanist-news/norfolk-is-offering-free-plans-to-incentivize-missing-middle-development
336,Financing Our Green Future,https://nextcity.org/ebooks/financing-our-green-future
337,Derailment Sidelines 60 Percent of Washington Metro Railcar Fleet,https://nextcity.org/urbanist-news/derailment-sidelines-60-percent-of-washington-metro-railcar-fleet
338,What Is Trauma-Informed Design?,https://nextcity.org/urbanist-news/what-is-trauma-informed-design
339,Startup Marries Community Lending to AI,https://nextcity.org/urbanist-news/startup-marries-community-lending-to-ai
340,Locked Up and Finding Their Way Together,https://nextcity.org/urbanist-news/locked-up-and-finding-their-way-together
341,An “Exchange Program With a Twist” Lets Teens Experience a Different America,https://nextcity.org/urbanist-news/an-exchange-program-with-a-twist-lets-teens-experience-a-different-america
342,80% of Food Businesses Fail. This Partnership at MIT Is Changing the Game,https://nextcity.org/urbanist-news/80-of-food-businesses-fail-this-partnership-at-mit-is-changing-the-game
343,"Once a Bus That Transported Incarcerated People Around Rikers, Now a Gorgeous Work of Community Art",https://nextcity.org/urbanist-news/once-bus-transported-incarcerated-people-around-rikers-now-a-gorgeous-art
344,A Major Federal Response to Occupational Extreme Heat Is Here At Last,https://nextcity.org/urbanist-news/a-major-federal-response-to-occupational-extreme-heat-is-here-at-last
345,Economics in Brief: NYC Taxi Drivers and 50 Elected Officials Reject “Banker Bailout”,https://nextcity.org/urbanist-news/nyc-taxi-drivers-and-50-elected-officials-reject-banker-bailout
346,The Radical Shift in Drug Treatment Happening Inside California Prisons,https://nextcity.org/urbanist-news/the-radical-shift-in-drug-treatment-happening-inside-california-prisons
347,Housing in Brief: Federal Housing Spending Might Be Cut From Biden’s $3.5 Trillion Budget,https://nextcity.org/urbanist-news/federal-housing-spending-might-be-cut-from-bidens-3.5-trillion-budget
348,Creating Equitable Infrastructure,https://nextcity.org/webinars/creating-equitable-infrastructure
349,Hear Us: Cities Are Working to End Another Legacy of Slavery — ‘At Will’ Employment,https://nextcity.org/urbanist-news/hear-us-cities-working-to-end-another-legacy-of-slavery-at-will-employment
350,L.A.’s New Reflective Streets Bounce Heat Back Into Space,https://nextcity.org/urbanist-news/las-new-reflective-streets-bounce-heat-back-into-space
351,"4 Lessons From Berlin Organizers’ Campaign to Re-Nationalize 250,000 Apartments",https://nextcity.org/urbanist-news/4-lessons-from-berlin-organizers-campaign-renationalize-250000-apartments
352,Report Shows There’s Still a Hole that Needs Filling in Baltimore’s Transit System,https://nextcity.org/urbanist-news/report-shows-theres-still-hole-that-needs-filling-baltimores-transit-system
353,"NYC Funded a Pilot to Make Basement Apartments Safer, But Then It Went Off Track",https://nextcity.org/urbanist-news/nyc-funded-pilot-to-make-basement-apartments-safer-but-then-went-off-track
354,"Whatever Happened to… Syracuse Eviction Prevention, NYC Mobile Methadone, and Chicago Sewing Co-Op?",https://nextcity.org/urbanist-news/whatever-happened-to-syracuse-eviction-prevention-nyc-mobile-methadone
355,Black-Owned Shop Is Bringing Craft Wine and Beer to Southeast Baltimore,https://nextcity.org/urbanist-news/black-owned-shop-is-bringing-craft-wine-and-beer-to-southeast-baltimore
356,The Latest in Banking Reform for the People,https://nextcity.org/urbanist-news/the-latest-in-banking-reform-for-the-people
357,"In Open Letter, City Planning Agencies Acknowledge Their Racist History and Pledge to Do Better",https://nextcity.org/urbanist-news/open-letter-city-planning-agencies-racist-history-and-pledge-better
358,Could Low-Carbon Trains Cure Europe’s Flying Addiction?,https://nextcity.org/urbanist-news/could-low-carbon-trains-cure-europes-flying-addiction
359,These Cleveland Church Vans Will Drive You to Work,https://nextcity.org/urbanist-news/these-cleveland-church-vans-will-drive-you-to-work
360,Economics in Brief: New York City Libraries Eliminate Late Fees,https://nextcity.org/urbanist-news/economics-in-brief-new-york-city-libraries-eliminate-late-fees
361,What Happened When Police Moved Into This Atlanta Neighborhood,https://nextcity.org/urbanist-news/what-happened-when-police-moved-into-this-atlanta-neighborhood
362,Phoenix Program Aims to Help Small Businesses Survive Big Construction,https://nextcity.org/urbanist-news/phoenix-program-aims-to-help-small-businesses-survive-big-construction
363,Housing in Brief: NYC’s Nonprofit Homeless Shelters Are Rife With Self-Dealing,https://nextcity.org/urbanist-news/nycs-nonprofit-homeless-shelters-are-rife-with-self-dealing
364,More Transit Agencies Become Landlords,https://nextcity.org/urbanist-news/more-transit-agencies-become-landlords
365,"Dallas PD Expands Controversial, Though Successful, Mental Health Response Program",https://nextcity.org/urbanist-news/dallas-pd-expands-controversial-successful-mental-health-response-program
366,What Makes a Racially Equitable City?,https://nextcity.org/urbanist-news/what-makes-a-racially-equitable-city
367,"40 Years After Congress Changed the Game for Energy Bills, Water Finally Plays Catch Up",https://nextcity.org/urbanist-news/40-years-congress-changed-game-energy-bills-water-finally-plays-catch-up
368,The West Philly Financial Literacy Program that Levels the Playing Field,https://nextcity.org/urbanist-news/the-west-philly-financial-literacy-program-that-levels-the-playing-field
369,Baltimore Offers the Nation a Model for Diversifying Economic Opportunity,https://nextcity.org/urbanist-news/baltimore-offers-the-nation-a-model-for-diversifying-economic-opportunity
370,How Philly Will Become the City of Arborly Love,https://nextcity.org/urbanist-news/how-philly-will-become-the-city-of-arborly-love
371,Why Investing in Libraries Is a Climate Justice Issue,https://nextcity.org/urbanist-news/why-investing-in-libraries-is-a-climate-justice-issue
372,How Chicago’s Poop Becomes Amazing Fertilizer,https://nextcity.org/urbanist-news/how-chicagos-poop-becomes-amazing-fertilizer
373,Economics in Brief: Foundations Are Diversifying Their Investment Managers,https://nextcity.org/urbanist-news/economics-in-brief-foundations-are-diversifying-their-investment-managers
374,"At This One-Stop Shop, You Can Outfit Your Entire Home Sustainably",https://nextcity.org/urbanist-news/at-this-one-stop-shop-you-can-outfit-your-entire-home-sustainably
375,Hear Us: Policymakers Need to Get Out of Black Organizers’ Way,https://nextcity.org/urbanist-news/hear-us-policymakers-need-to-get-out-of-black-organizers-way
376,Housing in Brief: 56% of Berlin Residents Vote to Expropriate Landlords,https://nextcity.org/urbanist-news/housing-in-brief-56-of-berlin-residents-vote-to-expropriate-landlords
377,Atlanta Tried Housing Police in Disinvested Black Communities to Increase Trust. Is it Working?,https://nextcity.org/urbanist-news/atlanta-housing-police-in-disinvested-black-communities-increase-trust
378,New Yorkers to Gov. Hochul: Implement Congestion Charge Already!,https://nextcity.org/urbanist-news/new-yorkers-to-gov-hochul-implement-congestion-charge-already
379,The Bus Should Be Free,https://nextcity.org/urbanist-news/the-bus-should-be-free
380,Newark Nearly Doubled Its Youth Vaccination Rate in 2 Months. Here’s How.,https://nextcity.org/urbanist-news/newark-nearly-doubled-its-youth-vaccination-rate-in-2-months-heres-how
381,Guaranteed Income For Artists Being Tested in Two Cities,https://nextcity.org/urbanist-news/guaranteed-income-for-artists-being-tested-in-two-cities
382,"When It Comes to Protecting Our Waterfronts, Nature Knows Best",https://nextcity.org/urbanist-news/when-it-comes-to-protecting-our-waterfronts-nature-knows-best
383,Closing the Funding Gap for Housing Developers of Color,https://nextcity.org/urbanist-news/closing-the-funding-gap-for-housing-developers-of-color
384,Memphis City Leaders Hoped a $30M Federal Grant Would Transform This Neighborhood. Why Hasn’t It?,https://nextcity.org/features/memphis-city-leaders-hoped-30m-federal-grant-would-transform-neighborhood
385,Can Urban Food Incubators Accelerate Adoption of Plant-Based Diets?,https://nextcity.org/urbanist-news/can-urban-food-incubators-accelerate-adoption-of-plant-based-diets
386,Economics in Brief: California Passes Bill to Improve Conditions for Warehouse Workers,https://nextcity.org/urbanist-news/economics-in-brief-california-improve-conditions-warehouse-workers
387,Next City Vanguard Conference Big Idea Exchange,https://nextcity.org/webinars/next-city-vanguard-conference-big-idea-exchange
388,Some Universities Making Rape Kits Easier to Get,https://nextcity.org/urbanist-news/some-universities-making-rape-kits-easier-to-get
389,Housing in Brief: Can the Biden Admin ‘House America’?,https://nextcity.org/urbanist-news/housing-in-brief-can-the-biden-admin-house-america
390,A Huge Mural on an Abandoned Factory in Paris Shows the Role of Art in the Refugee Crisis,https://nextcity.org/urbanist-news/huge-mural-abandoned-factory-paris-shows-role-art-refugee-crisis
391,"Wanted: More Bus Drivers, Now",https://nextcity.org/urbanist-news/wanted-more-bus-drivers-now
392,Abolitionist Organization Takes On Maryland’s Prison Food System,https://nextcity.org/urbanist-news/abolitionist-organization-takes-on-marylands-prison-food-system
393,Black and Brown Placemaking Rooted in Identity and Ownership,https://nextcity.org/urbanist-news/black-and-brown-placemaking-rooted-in-identity-and-ownership
394,Grand Rapids Business Is Tackling Textile Waste,https://nextcity.org/urbanist-news/grand-rapids-business-is-tackling-textile-waste
395,"These Street Vendors Needed a Kitchen, So They Bought One",https://nextcity.org/urbanist-news/these-street-vendors-needed-a-kitchen-so-they-bought-one
396,These Guides Help Defendants Avoid the Legal System’s Boobytraps,https://nextcity.org/urbanist-news/these-guides-help-defendants-avoid-the-legal-systems-boobytraps
397,"Rhode Island Safe Injection Law Is a U.S. First, But Challenges Lie Ahead",https://nextcity.org/urbanist-news/rhode-island-safe-injection-law-is-a-us-first-but-challenges-lie-ahead
398,Climate Change Is an Infrastructure Problem. A Map of Electric Vehicle Chargers Shows One Reason Why,https://nextcity.org/urbanist-news/climate-change-infrastructure-problem-map-electric-vehicle-chargers-shows
399,Minneapolis Rethinks Public Water Fountains,https://nextcity.org/urbanist-news/minneapolis-rethinks-public-water-fountains
400,Economics in Brief: Pittsburgh Will Launch Guaranteed Income Program,https://nextcity.org/urbanist-news/economics-in-brief-pittsburgh-will-launch-guaranteed-income-program
401,Hear Us: Make Progress Permanent Through the Child Tax Credit,https://nextcity.org/urbanist-news/hear-us-make-progress-permanent-through-the-child-tax-credit
402,"Housing in Brief: Under Pressure, New York Releases Public Housing COVID-19 Data",https://nextcity.org/urbanist-news/housing-in-brief-under-pressure-new-york-releases-public-housing-covid-19
403,"Facing End of Eviction Ban, San José to Launch Rental Assistance Finder",https://nextcity.org/urbanist-news/facing-end-of-eviction-ban-san-jose-to-launch-rental-assistance-finder
404,Are Your Yelp Restaurant Reviews Causing Gentrification?,https://nextcity.org/urbanist-news/are-your-yelp-restaurant-reviews-causing-gentrification
405,Car-Free Suburban Phoenix Development Offers Transit Incentives for Tenants,https://nextcity.org/urbanist-news/car-free-suburban-phoenix-development-offers-transit-incentives-for-tenants
406,There’s a Better Way to Plan for Extreme Heat,https://nextcity.org/urbanist-news/theres-a-better-way-to-plan-for-extreme-heat
407,"Art, Performance, History, and Community at the Reopening of a Minneapolis Pedestrian Bridge",https://nextcity.org/urbanist-news/art-performance-history-and-community-reopening-of-minneapolis-ped-bridge
408,Chicago Finally Getting Serious About Where It Deposits City Cash,https://nextcity.org/urbanist-news/chicago-finally-getting-serious-about-where-it-deposits-city-cash
409,Finding Families for Foster Kids,https://nextcity.org/urbanist-news/finding-families-for-foster-kids
410,How RideKC Is Trying to Build a Better Bus Stop With Community Partners,https://nextcity.org/urbanist-news/how-ridekc-is-trying-to-build-a-better-bus-stop-with-community-partners
411,Are Robots Coming to a Sidewalk Near You?,https://nextcity.org/urbanist-news/are-sidewalk-robots-coming-to-a-sidewalk-near-you
412,Economics in Brief: States Owe The Government Billions in Unemployment Taxes,https://nextcity.org/urbanist-news/economics-in-brief-states-owe-the-government-billions-in-unemployment-taxes
413,"How Artists Help Build Equitable, Empathetic Infrastructure",https://nextcity.org/urbanist-news/how-artists-help-build-equitable-empathetic-infrastructure
414,Inside New York’s Messy Push to Clean Up Concrete,https://nextcity.org/urbanist-news/inside-new-yorks-messy-push-to-clean-up-concrete
415,Housing in Brief: How Climate Disasters Worsen Housing Disasters,https://nextcity.org/urbanist-news/housing-in-brief-how-climate-disasters-worsen-housing-disasters
416,Austin Residents Will Have ‘Right to Return’ In New Development for the First Time,https://nextcity.org/urbanist-news/austin-residents-have-right-to-return-in-new-development-for-the-first-time
417,Another Group That Would Benefit from Free Transit: Bus Drivers,https://nextcity.org/urbanist-news/another-group-that-would-benefit-from-free-transit-bus-drivers
418,Playtime is Making A Comeback in Philly,https://nextcity.org/urbanist-news/playtime-is-making-a-comeback-in-philly
419,This Festival Is a Celebration of Black Beer Culture,https://nextcity.org/urbanist-news/this-festival-is-a-celebration-of-black-beer-culture
420,Economic Democracy Gaining Momentum in Boston,https://nextcity.org/urbanist-news/economic-democracy-gaining-momentum-in-boston
421,Hospital-Based Intervention Can Save Lives. A Growing Movement Is Betting on Medicaid to Fund It.,https://nextcity.org/urbanist-news/hospital-based-intervention-saves-lives-betting-on-medcaid-to-fund-it
422,Economics in Brief: Dollar General Is Expanding Into Health Care,https://nextcity.org/urbanist-news/economics-in-brief-dollar-general-is-expanding-into-health-care
423,Housing in Brief: The Cities and States Implementing Local Eviction Bans,https://nextcity.org/urbanist-news/housing-in-brief-the-cities-and-states-implementing-local-eviction-bans
424,Q&A: How to Put Racial Equity at the Heart of Community Development,https://nextcity.org/urbanist-news/qa-how-to-put-racial-equity-at-the-heart-of-community-development
425,Seniors in Philly are Aging in Place With the Help of Community “Villages”,https://nextcity.org/urbanist-news/seniors-in-philly-are-aging-in-place-with-the-help-of-community-villages
426,"‘Green Infrastructure’ for Clean Water Shows Its Worth in Washington, D.C.",https://nextcity.org/urbanist-news/green-infrastructure-for-clean-water-shows-its-worth-in-washington-d.c
427,A Night Market Has Popped Up in NYC’s Chinatown,https://nextcity.org/urbanist-news/a-night-market-has-popped-up-in-nycs-chinatown
428,How TN Reconnect Is Making College More Accessible,https://nextcity.org/webinars/how-tn-reconnect-is-making-college-more-accessible
429,Big Ideas for Small-Town Revival,https://nextcity.org/urbanist-news/big-ideas-for-small-town-revival
430,"And Now, A Transit Pass for the Occasional Office Worker",https://nextcity.org/urbanist-news/and-now-a-transit-pass-for-the-occasional-office-worker
431,What Research Says About the Best Way to Spend Money Now to Solve Homelessness Long-Term,https://nextcity.org/urbanist-news/what-research-says-best-way-spend-money-now-solve-homelessness-long-term
432,Bloomington Provides Blueprint for Community Development Finance,https://nextcity.org/urbanist-news/bloomington-provides-blueprint-for-community-development-finance
433,"Use Upzoning Sparingly, New Report Suggests",https://nextcity.org/urbanist-news/use-upzoning-sparingly-new-report-suggests
434,Developers of Color Still Swimming Against the Current in Commercial Real Estate,https://nextcity.org/urbanist-news/developers-of-color-still-swimming-against-current-commercial-real-estate
435,"Once Upon a Pandemic, NYC Stopped Antagonizing Street Vendors",https://nextcity.org/features/once-upon-a-pandemic-nyc-stopped-antagonizing-street-vendors
436,‘Community Schools’ Show Their Value During COVID-19,https://nextcity.org/urbanist-news/community-schools-show-their-value-during-covid-19
437,Economics in Brief: New York City Census Outreach Pays Off,https://nextcity.org/urbanist-news/economics-in-brief-new-york-city-census-outreach-pays-off
438,Housing in Brief: Evictions Resume,https://nextcity.org/urbanist-news/housing-in-brief-evictions-resume
439,Charlotte Opens Peer-Run Respite for People in Mental Health Distress,https://nextcity.org/urbanist-news/charlotte-opens-peer-run-respite-for-people-in-mental-health-distress
440,Survey: What Kept Small Bay Area Businesses Afloat Amid COVID-19,https://nextcity.org/urbanist-news/survey-what-kept-small-bay-area-businesses-afloat-amid-covid-19
441,Preservation Conference Challenges Attendees to Lead the Change,https://nextcity.org/urbanist-news/preservation-conference-challenges-attendees-to-lead-the-change
442,Connecting Black Women to ‘Aunties’ to Help Them Navigate Life’s Big Questions,https://nextcity.org/urbanist-news/connecting-black-women-to-aunties-to-help-them-navigate-lifes-big-questions
443,How Diversity-Focused Succession Planning Can Make Industries More Equitable,https://nextcity.org/urbanist-news/diversity-focused-succession-planning-can-make-industries-more-equitable
444,California Judge Tosses Out Ballot Measure that Made Uber Drivers Second-Class Workers,https://nextcity.org/urbanist-news/california-judge-tosses-ballot-measure-uber-drivers-second-class-workers
445,"NY State’s Excluded Workers Fund Could Be Nationwide Model, If Workers Can Navigate the Restrictions",https://nextcity.org/urbanist-news/ny-excluded-workers-fund-could-be-nationwide-model-if-restrictions
446,Comprehensive Planning Sucks. These Oaklanders Want to Make It Better.,https://nextcity.org/urbanist-news/comprehensive-planning-sucks-these-oaklanders-want-to-make-it-better
447,The Newest Green Building Material Is One of the Oldest: Wood,https://nextcity.org/urbanist-news/the-newest-green-building-material-is-one-of-the-oldest-wood
448,"There Is Enough Food, Just Not Enough Food Access",https://nextcity.org/urbanist-news/there-is-enough-food-just-not-enough-food-access
449,Housing in Brief: Slow Rollout of Rental Assistance Leaves Tenants at Risk,https://nextcity.org/urbanist-news/housing-in-brief-slow-rollout-of-rental-assistance-leaves-tenants-at-risk
450,The Perfect Match: BIM & Sustainable Landscape Architecture,https://nextcity.org/urbanist-news/the-perfect-match-bim-sustainable-landscape-architecture
451,Economics in Brief: SNAP Gets Largest Boost Ever Under Biden,https://nextcity.org/urbanist-news/economics-in-brief-snap-gets-largest-boost-ever-under-biden
452,This Queer Collective Is Showing What Community Homeownership Means,https://nextcity.org/urbanist-news/this-queer-collective-is-showing-what-community-homeownership-means
453,Farming Helps Refugees Put Down New Roots,https://nextcity.org/urbanist-news/farming-helps-refugees-put-down-new-roots
454,Fabscrap Is Now Tackling Fashion Waste In Two Cities,https://nextcity.org/urbanist-news/fabscrap-tackling-fashion-waste-two-cities
455,"Data Talks, Paper Walks: Modernizing Permitting & Licensing Workflow to Serve Your Growing Community",https://nextcity.org/webinars/data-talks-paper-walks-modernizing-permitting-licensing-workflow-to-serve-y
456,"In Georgia, a Helping Hand for Caregivers When Parents Are Incarcerated",https://nextcity.org/urbanist-news/in-georgia-a-helping-hand-for-caregivers-when-parents-are-incarcerated
457,"Infrastructure Bill Needs Fixing, Critics Say",https://nextcity.org/urbanist-news/infrastructure-bill-needs-fixing-critics-say
458,This Climate Organization Knows That Graphs Don’t Inspire Action—But Music Does,https://nextcity.org/urbanist-news/climate-organization-knows-that-graphs-dont-inspire-actionbut-music-does
459,What’s the Fairest Way to Deploy Electric Buses? Ask This Open-Source Map,https://nextcity.org/urbanist-news/whats-the-fairest-way-to-deploy-electric-buses-ask-this-open-source-map
460,"Repair a Home, Sell a Home. Pay for College. Repeat.",https://nextcity.org/urbanist-news/repair-a-home-sell-a-home-pay-for-college-repeat
461,What If Disinvested Communities Had Real Power to Allocate Federal Budget Aid for Local Governments?,https://nextcity.org/urbanist-news/what-if-disinvested-communities-had-real-power-allocate-federal-budget-aid
462,Child Care Benefits at Work: This App Helps Your Employer Pay Family and Friends for Babysitting,https://nextcity.org/features/child-care-benefits-work-app-helps-employer-pay-family-friends-babysitting
463,Economics in Brief: College Has Made the Racial Wealth Gap Worse,https://nextcity.org/urbanist-news/economics-in-brief-college-has-made-the-racial-wealth-gap-worse
464,Housing in Brief: Los Angeles County May Give Tenants First Chance to Buy Their Homes,https://nextcity.org/urbanist-news/housing-brief-los-angeles-county-give-tenants-first-chance-buy-their-homes
465,"Hear Us: The Child Tax Credit Expansion Is a Good Start. Now, Pass Guaranteed Income for All.",https://nextcity.org/urbanist-news/hear-us-child-tax-credit-expansion-good-start-now-pass-guaranteed-income
466,How a Mobile DMV Could Serve New Jersey’s Most Vulnerable Populations,https://nextcity.org/urbanist-news/how-a-mobile-dmv-could-serve-new-jerseys-most-vulnerable-populations
467,"Nonprofits Are Infrastructure, Too",https://nextcity.org/urbanist-news/nonprofits-are-infrastructure-too
468,Oakland Artist Is Diversifying the Stained Glass Industry,https://nextcity.org/urbanist-news/oakland-artist-is-diversifying-the-stained-glass-industry
469,Procurement & the Pandemic: Helping Cities Do Business With Minority-Owned Businesses,https://nextcity.org/webinars/procurement-the-pandemic-helping-cities-do-business-with-minority-owned-bus
470,"Former Refugees’ St. Cloud Startup Fosters Sober Living, Independence",https://nextcity.org/urbanist-news/former-refugees-st.-cloud-startup-fosters-sober-living-independence
471,The Open-Streets Tug-of-War Stretches Coast to Coast,https://nextcity.org/urbanist-news/the-open-streets-tug-of-war-stretches-coast-to-coast
472,Q&A: OneTen’s Maurice Jones on Bridging the Racial Wealth Gap With Better Jobs,https://nextcity.org/urbanist-news/qa-onetens-maurice-jones-on-bridging-the-racial-wealth-gap-with-better-jobs
473,New Tool Puts Racial Equity at the Center of Community Funding,https://nextcity.org/urbanist-news/new-tool-puts-racial-equity-at-the-center-of-community-funding
474,An Unusual Community Land Trust in Colorado Is Making Its Mark,https://nextcity.org/urbanist-news/an-unusual-community-land-trust-in-colorado-is-making-its-mark
475,Gameday Homes Increase Housing Prices in Southern College Towns,https://nextcity.org/urbanist-news/gameday-homes-increase-housing-prices-in-southern-college-towns
476,Can This Prison Museum Tell the Full Story of Mass Incarceration?,https://nextcity.org/features/can-this-prison-museum-tell-the-full-story-of-mass-incarceration
477,SPACES & PLACES 2021: Visions of Black-led Communities – Freedom Hill,https://nextcity.org/webinars/spaces-places-2021-visions-of-black-led-communities-freedom-hill
478,Resiliency Hubs Help Baltimore Plan for Climate Emergency in Vulnerable Neighborhoods,https://nextcity.org/urbanist-news/resiliency-hubs-help-baltimore-plan-for-climate-emergency-among-vulnerable
479,Housing in Brief: CDC Issues Eviction Moratorium in Counties With High Levels of COVID-19,https://nextcity.org/urbanist-news/housing-in-brief-cdc-issues-eviction-moratorium-in-counties-with-high-level
480,Economics in Brief: Pay Gap Among Black Women Is Even Evident Among Our Essential Workers,https://nextcity.org/urbanist-news/econ-in-brief-black-womenpay-gap-is-even-evident-among-essential-workers
481,SPACES & PLACES 2021: Visions of Black-led Communities – Soul City,https://nextcity.org/webinars/spaces-places-2021-visions-of-black-led-communities-soul-city
482,San Fran Tamale Institution Gets Moment in the Spotlight,https://nextcity.org/urbanist-news/san-fran-tamale-institution-gets-moment-in-the-spotlight
483,"As Baltimore Reinvents Druid Hill Park, Can it Also Reconnect Black Neighborhoods?",https://nextcity.org/urbanist-news/baltimore-reinvents-druid-hill-park-can-also-reconnect-black-neighborhoods
484,"New York Could Reform Parole, Help Thousands of People, and Save Millions",https://nextcity.org/urbanist-news/new-york-could-reform-parole-help-thousands-of-people-and-save-millions
485,How Cities Are Using Citizen Feedback to Guide Federal Relief Spending,https://nextcity.org/urbanist-news/how-cities-are-using-citizen-feedback-to-guide-federal-relief-spending
486,Formerly Incarcerated People Helped Design a Holistic Reentry Program,https://nextcity.org/urbanist-news/formerly-incarcerated-people-helped-design-a-holistic-reentry-program
487,A Light Rail Pioneer Turns 40,https://nextcity.org/urbanist-news/a-light-rail-pioneer-turns-40
